ImagePath,Nconcentraion,Reference_Intensity,Intensityratio,Absorbance,time, ExposureTime, FNumber, ShutterSpeedValue
IMG_4211.JPG,-5.9,138.67,0.184,0.734,2019-03-06 16:21:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4205.JPG,-4.26,154.73,0.298,0.526,2019-03-06 16:20:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4239.JPG,-5.67,144.21,0.197,0.706,2019-03-06 16:28:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4198.JPG,-3.87,151.25,0.335,0.475,2019-03-06 16:18:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4199.JPG,-4.14,154.77,0.309,0.51,2019-03-06 16:18:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4238.JPG,-4.25,141.68,0.3,0.523,2019-03-06 16:28:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4204.JPG,-4.23,154.27,0.301,0.521,2019-03-06 16:20:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4210.JPG,-4.33,154.27,0.293,0.533,2019-03-06 16:21:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4206.JPG,-4.3,155.03,0.295,0.53,2019-03-06 16:20:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4212.JPG,-4.07,153.82,0.316,0.501,2019-03-06 16:22:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4213.JPG,-4.5,153.65,0.278,0.556,2019-03-06 16:22:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4207.JPG,-4.02,152.56,0.32,0.495,2019-03-06 16:20:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4203.JPG,-4.15,144.33,0.309,0.511,2019-03-06 16:19:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4217.JPG,-4.52,153.53,0.277,0.558,2019-03-06 16:23:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4202.JPG,-4.15,142.85,0.309,0.511,2019-03-06 16:19:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4200.JPG,-5.61,141.56,0.201,0.697,2019-03-06 16:19:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4189.JPG,-3.37,156.85,0.388,0.411,2019-03-06 16:16:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4188.JPG,-3.25,156.57,0.402,0.396,2019-03-06 16:16:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4215.JPG,-4.57,153.21,0.273,0.564,2019-03-06 16:22:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4229.JPG,-4.47,152.6,0.28,0.552,2019-03-06 16:26:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4224.JPG,-4.23,141.65,0.301,0.521,2019-03-06 16:25:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4218.JPG,-4.5,153.75,0.278,0.556,2019-03-06 16:23:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4191.JPG,-3.34,152.4,0.391,0.408,2019-03-06 16:16:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4190.JPG,-3.5,148.8,0.374,0.428,2019-03-06 16:16:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4225.JPG,-4.37,154.99,0.289,0.54,2019-03-06 16:25:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4231.JPG,-4.76,152.78,0.258,0.589,2019-03-06 16:26:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4227.JPG,-4.23,140.95,0.301,0.521,2019-03-06 16:25:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4233.JPG,-4.26,141.62,0.298,0.525,2019-03-06 16:27:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4186.JPG,-3.0,147.16,0.432,0.365,2019-03-06 16:15:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4187.JPG,-3.02,148.44,0.429,0.367,2019-03-06 16:15:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4193.JPG,-3.59,154.64,0.363,0.44,2019-03-06 16:17:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4232.JPG,-4.06,149.52,0.317,0.499,2019-03-06 16:27:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4222.JPG,-4.42,153.46,0.285,0.546,2019-03-06 16:24:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4236.JPG,-4.44,154.1,0.283,0.548,2019-03-06 16:28:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4197.JPG,-3.77,150.54,0.345,0.462,2019-03-06 16:18:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4196.JPG,-3.98,155.72,0.324,0.49,2019-03-06 16:18:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4237.JPG,-4.14,150.75,0.309,0.51,2019-03-06 16:28:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4209.JPG,-4.5,153.99,0.278,0.556,2019-03-06 16:21:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4235.JPG,-4.12,153.87,0.311,0.508,2019-03-06 16:27:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4221.JPG,-4.77,152.16,0.257,0.59,2019-03-06 16:24:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4194.JPG,-3.87,155.19,0.335,0.475,2019-03-06 16:17:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4220.JPG,-4.44,153.34,0.283,0.549,2019-03-06 16:24:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4208.JPG,-4.14,146.28,0.31,0.509,2019-03-06 16:21:19,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4241.JPG,-4.07,148.33,0.316,0.5,2019-03-06 16:29:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4242.JPG,-6.05,138.11,0.176,0.754,2019-03-06 16:29:49,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4243.JPG,-4.54,153.5,0.275,0.561,2019-03-06 16:29:54,(1 - 4),(9 - 5),(57761 - 28880)
