ImagePath,Nconcentraion,Reference_Intensity,Intensityratio,Absorbance,time, ExposureTime, FNumber, ShutterSpeedValue
IMG_4403.JPG,-13.5,148.86,0.02,1.705,2019-03-12 13:21:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4417.JPG,-13.22,136.25,0.021,1.67,2019-03-12 13:28:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4416.JPG,-13.32,138.36,0.021,1.682,2019-03-12 13:28:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4402.JPG,-12.67,130.17,0.025,1.599,2019-03-12 13:21:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4399.JPG,-11.21,138.16,0.039,1.413,2019-03-12 13:19:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4414.JPG,-13.35,142.36,0.021,1.686,2019-03-12 13:27:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4400.JPG,-12.31,144.42,0.028,1.554,2019-03-12 13:20:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4401.JPG,-12.54,142.7,0.026,1.583,2019-03-12 13:20:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4415.JPG,-13.71,137.75,0.019,1.732,2019-03-12 13:27:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4398.JPG,-10.45,142.95,0.048,1.315,2019-03-12 13:19:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4411.JPG,-13.36,134.8,0.021,1.688,2019-03-12 13:25:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4405.JPG,-13.73,147.37,0.018,1.735,2019-03-12 13:22:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4404.JPG,-13.05,142.4,0.023,1.648,2019-03-12 13:22:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4410.JPG,-13.33,144.18,0.021,1.683,2019-03-12 13:25:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4406.JPG,-13.87,148.62,0.018,1.753,2019-03-12 13:23:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4412.JPG,-13.46,133.9,0.02,1.7,2019-03-12 13:26:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4413.JPG,-14.56,150.46,0.014,1.841,2019-03-12 13:26:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4407.JPG,-13.25,135.0,0.021,1.673,2019-03-12 13:23:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4422.JPG,-13.31,137.97,0.021,1.681,2019-03-12 13:31:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4423.JPG,-13.42,135.65,0.02,1.695,2019-03-12 13:31:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4421.JPG,-13.33,140.16,0.021,1.684,2019-03-12 13:30:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4409.JPG,-13.62,146.43,0.019,1.72,2019-03-12 13:24:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4408.JPG,-13.26,139.81,0.021,1.674,2019-03-12 13:24:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4420.JPG,-13.34,137.59,0.021,1.685,2019-03-12 13:30:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4418.JPG,-13.5,145.97,0.02,1.706,2019-03-12 13:29:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4424.JPG,-13.79,146.03,0.018,1.743,2019-03-12 13:32:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4425.JPG,-13.71,142.13,0.019,1.733,2019-03-12 13:32:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4419.JPG,-13.03,139.43,0.023,1.646,2019-03-12 13:29:50,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4426.JPG,-13.71,147.96,0.019,1.733,2019-03-12 13:33:20,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4397.JPG,-9.49,142.39,0.064,1.194,2019-03-12 13:18:50,(1 - 4),(9 - 5),(57761 - 28880)
