ImagePath,Nconcentraion,Reference_Intensity,Intensityratio,Absorbance,time, ExposureTime, FNumber, ShutterSpeedValue
IMG_4167.JPG,-4.73,137.02,0.26,0.585,2019-03-06 16:02:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4173.JPG,-4.83,144.04,0.253,0.598,2019-03-06 16:05:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4172.JPG,-4.75,148.42,0.258,0.588,2019-03-06 16:05:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4166.JPG,-4.94,135.96,0.245,0.611,2019-03-06 16:02:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4170.JPG,-4.66,150.93,0.265,0.576,2019-03-06 16:04:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4164.JPG,-4.72,151.48,0.261,0.584,2019-03-06 16:01:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4158.JPG,-3.76,152.16,0.346,0.461,2019-03-06 15:58:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4159.JPG,-4.19,136.94,0.304,0.516,2019-03-06 15:58:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4165.JPG,-4.7,141.93,0.262,0.581,2019-03-06 16:01:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4171.JPG,-4.88,143.06,0.249,0.604,2019-03-06 16:04:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4175.JPG,-5.03,151.66,0.238,0.624,2019-03-06 16:06:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4161.JPG,-4.35,147.07,0.29,0.537,2019-03-06 15:59:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4160.JPG,-5.77,143.75,0.192,0.718,2019-03-06 15:59:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4174.JPG,-5.34,150.78,0.217,0.664,2019-03-06 16:06:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4162.JPG,-4.37,141.73,0.289,0.539,2019-03-06 16:00:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4176.JPG,-4.94,138.78,0.244,0.612,2019-03-06 16:07:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4177.JPG,-4.86,151.49,0.25,0.602,2019-03-06 16:07:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4163.JPG,-4.77,136.95,0.257,0.59,2019-03-06 16:00:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4184.JPG,-4.83,138.09,0.252,0.598,2019-03-06 16:11:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4179.JPG,-4.75,150.73,0.259,0.587,2019-03-06 16:08:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4178.JPG,-4.82,141.63,0.253,0.596,2019-03-06 16:08:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4183.JPG,-4.8,140.26,0.255,0.594,2019-03-06 16:10:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4168.JPG,-4.83,138.97,0.252,0.598,2019-03-06 16:03:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4155.JPG,-2.6,143.1,0.487,0.313,2019-03-06 15:56:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4169.JPG,-4.76,140.35,0.258,0.589,2019-03-06 16:03:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4182.JPG,-4.82,135.33,0.253,0.596,2019-03-06 16:10:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4180.JPG,-4.88,139.43,0.249,0.604,2019-03-06 16:09:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4157.JPG,-3.56,144.5,0.366,0.436,2019-03-06 15:57:40,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4156.JPG,-3.42,139.4,0.382,0.417,2019-03-06 15:57:10,(1 - 4),(9 - 5),(57761 - 28880)
IMG_4181.JPG,-4.84,136.83,0.252,0.599,2019-03-06 16:09:40,(1 - 4),(9 - 5),(57761 - 28880)
