ImagePath,Nconcentraion,Reference_Intensity,Intensityratio,Absorbance,time, ExposureTime, FNumber, ShutterSpeedValue
IMG_3938.JPG,-1.65,162.31,0.644,0.191,2019-03-05 13:02:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3939.JPG,-1.63,162.81,0.648,0.189,2019-03-05 13:02:26,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3911.JPG,-0.75,159.05,0.837,0.077,2019-03-05 12:52:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3913.JPG,-1.39,157.18,0.694,0.159,2019-03-05 12:53:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3912.JPG,-0.97,162.38,0.786,0.105,2019-03-05 12:53:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3916.JPG,-1.48,157.36,0.677,0.17,2019-03-05 12:55:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3917.JPG,-2.05,146.1,0.572,0.243,2019-03-05 12:55:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3929.JPG,-1.53,167.1,0.665,0.177,2019-03-05 12:59:56,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3915.JPG,-1.12,163.58,0.752,0.124,2019-03-05 12:54:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3914.JPG,-1.09,163.85,0.759,0.12,2019-03-05 12:54:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3928.JPG,-1.76,161.87,0.623,0.205,2019-03-05 12:59:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3940.JPG,-1.82,158.05,0.613,0.213,2019-03-05 13:02:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3925.JPG,-1.12,175.46,0.752,0.124,2019-03-05 12:58:55,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3931.JPG,-1.6,164.73,0.652,0.186,2019-03-05 13:00:25,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3919.JPG,-1.11,167.33,0.754,0.123,2019-03-05 12:56:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3918.JPG,-1.1,166.69,0.755,0.122,2019-03-05 12:56:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3930.JPG,-1.52,165.61,0.668,0.175,2019-03-05 13:00:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3924.JPG,-1.1,174.96,0.756,0.122,2019-03-05 12:58:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3932.JPG,-1.77,157.93,0.62,0.208,2019-03-05 13:00:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3926.JPG,-1.12,174.71,0.751,0.124,2019-03-05 12:59:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3927.JPG,-1.56,164.91,0.66,0.18,2019-03-05 12:59:26,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3933.JPG,-1.14,174.51,0.748,0.126,2019-03-05 13:00:56,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3937.JPG,-1.55,164.14,0.662,0.179,2019-03-05 13:01:56,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3923.JPG,-1.41,169.91,0.69,0.161,2019-03-05 12:58:26,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3922.JPG,-1.22,166.0,0.73,0.137,2019-03-05 12:58:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3936.JPG,-1.5,166.85,0.671,0.173,2019-03-05 13:01:54,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3920.JPG,-1.03,167.84,0.771,0.113,2019-03-05 12:57:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3934.JPG,-1.76,160.24,0.622,0.206,2019-03-05 13:01:24,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3935.JPG,-1.93,156.42,0.592,0.227,2019-03-05 13:01:26,(1 - 4),(9 - 5),(57761 - 28880)
IMG_3921.JPG,-1.74,155.54,0.627,0.203,2019-03-05 12:57:54,(1 - 4),(9 - 5),(57761 - 28880)
